started
2017-1-15T11.19.29.71	Created parser
2017-1-15T11.19.29.72	Assigned names - going to load data
2017-1-15T11.19.29.72	Loading data
2017-1-15T11.19.29.72	Creating stop words manager
2017-1-15T11.19.29.74	Before big loop
2017-1-15T11.19.29.198	Opening sw stream with some words
2017-1-15T11.19.29.198	finalizing stats
2017-1-15T11.19.29.389	At line '53' in file ''	 Word unifi is in 1 documents
2017-1-15T11.19.29.389	At line '53' in file ''	 Word beneficiari is in 1 documents
2017-1-15T11.19.29.389	At line '53' in file ''	 Word rightsdeleg is in 1 documents
2017-1-15T11.19.29.389	At line '53' in file ''	 Word thirdparti is in 1 documents
2017-1-15T11.19.29.390	At line '53' in file ''	 Word intervent is in 3 documents
2017-1-15T11.19.29.390	At line '53' in file ''	 Word repeat is in 2 documents
2017-1-15T11.19.29.390	At line '53' in file ''	 Word oneshot is in 1 documents
2017-1-15T11.19.29.390	At line '53' in file ''	 Word switch is in 1 documents
2017-1-15T11.19.29.391	At line '53' in file ''	 Word breakdown is in 1 documents
2017-1-15T11.19.29.391	At line '53' in file ''	 Word seller is in 2 documents
2017-1-15T11.19.29.391	At line '53' in file ''	 Word voluntarili is in 1 documents
2017-1-15T11.19.29.391	At line '53' in file ''	 Word sale is in 1 documents
2017-1-15T11.19.29.392	At line '53' in file ''	 Word warranti is in 2 documents
2017-1-15T11.19.29.392	At line '53' in file ''	 Word reader is in 1 documents
2017-1-15T11.19.29.394	At line '53' in file ''	 Word ideal is in 1 documents
2017-1-15T11.19.29.394	At line '53' in file ''	 Word discourag is in 1 documents
2017-1-15T11.19.29.394	At line '53' in file ''	 Word precautionari is in 1 documents
2017-1-15T11.19.29.394	At line '53' in file ''	 Word distress is in 1 documents
2017-1-15T11.19.29.395	At line '53' in file ''	 Word emot is in 1 documents
2017-1-15T11.19.29.395	At line '53' in file ''	 Word certainti is in 1 documents
2017-1-15T11.19.29.395	At line '53' in file ''	 Word ambigu is in 2 documents
2017-1-15T11.19.29.395	At line '53' in file ''	 Word reveal is in 1 documents
2017-1-15T11.19.29.395	At line '53' in file ''	 Word forese is in 1 documents
2017-1-15T11.19.29.396	At line '53' in file ''	 Word ordinarili is in 1 documents
2017-1-15T11.19.29.396	At line '53' in file ''	 Word promisor is in 1 documents
2017-1-15T11.19.29.396	At line '53' in file ''	 Word deni is in 1 documents
2017-1-15T11.19.29.396	At line '53' in file ''	 Word hadley is in 1 documents
2017-1-15T11.19.29.396	At line '53' in file ''	 Word manner is in 1 documents
2017-1-15T11.19.29.397	At line '53' in file ''	 Word valuemaxim is in 1 documents
2017-1-15T11.19.29.397	At line '53' in file ''	 Word promise is in 2 documents
2017-1-15T11.19.29.397	At line '53' in file ''	 Word undercompensatori is in 1 documents
2017-1-15T11.19.29.397	At line '53' in file ''	 Word prohibit is in 2 documents
2017-1-15T11.19.29.398	At line '53' in file ''	 Word fierc is in 1 documents
2017-1-15T11.19.29.398	At line '53' in file ''	 Word hand is in 3 documents
2017-1-15T11.19.29.398	At line '53' in file ''	 Word let is in 1 documents
2017-1-15T11.19.29.399	At line '53' in file ''	 Word especi is in 2 documents
2017-1-15T11.19.29.399	At line '53' in file ''	 Word underliquid is in 1 documents
2017-1-15T11.19.29.399	At line '53' in file ''	 Word seem is in 5 documents
2017-1-15T11.19.29.399	At line '53' in file ''	 Word stipul is in 1 documents
2017-1-15T11.19.29.400	At line '53' in file ''	 Word option is in 2 documents
2017-1-15T11.19.29.400	At line '53' in file ''	 Word exacerb is in 1 documents
2017-1-15T11.19.29.400	At line '53' in file ''	 Word allevi is in 1 documents
2017-1-15T11.19.29.400	At line '53' in file ''	 Word claus is in 4 documents
2017-1-15T11.19.29.401	At line '53' in file ''	 Word liquid is in 3 documents
2017-1-15T11.19.29.401	At line '53' in file ''	 Word solv is in 1 documents
2017-1-15T11.19.29.401	At line '53' in file ''	 Word extrem is in 1 documents
2017-1-15T11.19.29.401	At line '53' in file ''	 Word valuat is in 2 documents
2017-1-15T11.19.29.401	At line '53' in file ''	 Word perfect is in 1 documents
2017-1-15T11.19.29.402	At line '53' in file ''	 Word relianc is in 3 documents
2017-1-15T11.19.29.402	At line '53' in file ''	 Word predict is in 3 documents
2017-1-15T11.19.29.402	At line '53' in file ''	 Word long is in 4 documents
2017-1-15T11.19.29.402	At line '53' in file ''	 Word riskbear is in 3 documents
2017-1-15T11.19.29.402	At line '53' in file ''	 Word promot is in 5 documents
2017-1-15T11.19.29.403	At line '53' in file ''	 Word remot is in 1 documents
2017-1-15T11.19.29.403	At line '53' in file ''	 Word expect is in 7 documents
2017-1-15T11.19.29.403	At line '53' in file ''	 Word diversif is in 1 documents
2017-1-15T11.19.29.403	At line '53' in file ''	 Word hedg is in 1 documents
2017-1-15T11.19.29.403	At line '53' in file ''	 Word precautiontak is in 1 documents
2017-1-15T11.19.29.404	At line '53' in file ''	 Word exploit is in 2 documents
2017-1-15T11.19.29.404	At line '53' in file ''	 Word refin is in 1 documents
2017-1-15T11.19.29.404	At line '53' in file ''	 Word qualit is in 1 documents
2017-1-15T11.19.29.404	At line '53' in file ''	 Word quantit is in 1 documents
2017-1-15T11.19.29.405	At line '53' in file ''	 Word breach is in 4 documents
2017-1-15T11.19.29.405	At line '53' in file ''	 Word quantiti is in 1 documents
2017-1-15T11.19.29.405	At line '53' in file ''	 Word fine is in 3 documents
2017-1-15T11.19.29.406	At line '53' in file ''	 Word variabl is in 2 documents
2017-1-15T11.19.29.406	At line '53' in file ''	 Word conting is in 1 documents
2017-1-15T11.19.29.406	At line '53' in file ''	 Word behav is in 2 documents
2017-1-15T11.19.29.407	At line '53' in file ''	 Word consist is in 2 documents
2017-1-15T11.19.29.407	At line '53' in file ''	 Word uniform is in 2 documents
2017-1-15T11.19.29.407	At line '53' in file ''	 Word behavior is in 13 documents
2017-1-15T11.19.29.407	At line '53' in file ''	 Word opportunist is in 4 documents
2017-1-15T11.19.29.408	At line '53' in file ''	 Word likelihood is in 1 documents
2017-1-15T11.19.29.408	At line '53' in file ''	 Word draft is in 1 documents
2017-1-15T11.19.29.408	At line '53' in file ''	 Word restrict is in 2 documents
2017-1-15T11.19.29.408	At line '53' in file ''	 Word root is in 1 documents
2017-1-15T11.19.29.409	At line '53' in file ''	 Word intent is in 3 documents
2017-1-15T11.19.29.409	At line '53' in file ''	 Word contextu is in 1 documents
2017-1-15T11.19.29.409	At line '53' in file ''	 Word textual is in 1 documents
2017-1-15T11.19.29.409	At line '53' in file ''	 Word repetit is in 1 documents
2017-1-15T11.19.29.410	At line '53' in file ''	 Word selfenforc is in 2 documents
2017-1-15T11.19.29.410	At line '53' in file ''	 Word shortterm is in 1 documents
2017-1-15T11.19.29.410	At line '53' in file ''	 Word seri is in 2 documents
2017-1-15T11.19.29.410	At line '53' in file ''	 Word renegoti is in 2 documents
2017-1-15T11.19.29.410	At line '53' in file ''	 Word longterm is in 1 documents
2017-1-15T11.19.29.411	At line '53' in file ''	 Word futur is in 8 documents
2017-1-15T11.19.29.411	At line '53' in file ''	 Word regular is in 1 documents
2017-1-15T11.19.29.411	At line '53' in file ''	 Word identifi is in 2 documents
2017-1-15T11.19.29.411	At line '53' in file ''	 Word function is in 6 documents
2017-1-15T11.19.29.412	At line '53' in file ''	 Word primari is in 4 documents
2017-1-15T11.19.29.412	At line '53' in file ''	 Word explanatori is in 1 documents
2017-1-15T11.19.29.412	At line '53' in file ''	 Word ii is in 1 documents
2017-1-15T11.19.29.412	At line '53' in file ''	 Word emphasi is in 3 documents
2017-1-15T11.19.29.413	At line '53' in file ''	 Word noneconom is in 1 documents
2017-1-15T11.19.29.413	At line '53' in file ''	 Word pool is in 1 documents
2017-1-15T11.19.29.413	At line '53' in file ''	 Word resolut is in 3 documents
2017-1-15T11.19.29.414	At line '53' in file ''	 Word encourag is in 5 documents
2017-1-15T11.19.29.414	At line '53' in file ''	 Word penalti is in 3 documents
2017-1-15T11.19.29.414	At line '53' in file ''	 Word informationforc is in 1 documents
2017-1-15T11.19.29.415	At line '53' in file ''	 Word reflect is in 5 documents
2017-1-15T11.19.29.415	At line '53' in file ''	 Word leav is in 1 documents
2017-1-15T11.19.29.415	At line '53' in file ''	 Word marketmimick is in 1 documents
2017-1-15T11.19.29.415	At line '53' in file ''	 Word majoritarian is in 1 documents
2017-1-15T11.19.29.415	At line '53' in file ''	 Word resolv is in 1 documents
2017-1-15T11.19.29.416	At line '53' in file ''	 Word default is in 1 documents
2017-1-15T11.19.29.416	At line '53' in file ''	 Word incomplet is in 3 documents
2017-1-15T11.19.29.416	At line '53' in file ''	 Word treatment is in 4 documents
2017-1-15T11.19.29.417	At line '53' in file ''	 Word litig is in 6 documents
2017-1-15T11.19.29.417	At line '53' in file ''	 Word custom is in 4 documents
2017-1-15T11.19.29.417	At line '53' in file ''	 Word stranger is in 1 documents
2017-1-15T11.19.29.418	At line '53' in file ''	 Word victim is in 2 documents
2017-1-15T11.19.29.418	At line '53' in file ''	 Word conduct is in 3 documents
2017-1-15T11.19.29.418	At line '53' in file ''	 Word reprehens is in 1 documents
2017-1-15T11.19.29.418	At line '53' in file ''	 Word bear is in 3 documents
2017-1-15T11.19.29.419	At line '53' in file ''	 Word varieti is in 7 documents
2017-1-15T11.19.29.419	At line '53' in file ''	 Word act is in 3 documents
2017-1-15T11.19.29.419	At line '53' in file ''	 Word illicit is in 1 documents
2017-1-15T11.19.29.419	At line '53' in file ''	 Word underestim is in 2 documents
2017-1-15T11.19.29.420	At line '53' in file ''	 Word deterrencerel is in 1 documents
2017-1-15T11.19.29.420	At line '53' in file ''	 Word punish is in 2 documents
2017-1-15T11.19.29.420	At line '53' in file ''	 Word broad is in 3 documents
2017-1-15T11.19.29.420	At line '53' in file ''	 Word award is in 2 documents
2017-1-15T11.19.29.420	At line '53' in file ''	 Word punit is in 1 documents
2017-1-15T11.19.29.420	At line '53' in file ''	 Word commit is in 2 documents
2017-1-15T11.19.29.421	At line '53' in file ''	 Word wrong is in 1 documents
2017-1-15T11.19.29.421	At line '53' in file ''	 Word benefitbas is in 1 documents
2017-1-15T11.19.29.422	At line '53' in file ''	 Word fulli is in 2 documents
2017-1-15T11.19.29.422	At line '53' in file ''	 Word rescu is in 1 documents
2017-1-15T11.19.29.422	At line '53' in file ''	 Word umbrella is in 1 documents
2017-1-15T11.19.29.422	At line '53' in file ''	 Word relief is in 1 documents
2017-1-15T11.19.29.422	At line '53' in file ''	 Word wisdom is in 1 documents
2017-1-15T11.19.29.423	At line '53' in file ''	 Word enrich is in 1 documents
2017-1-15T11.19.29.423	At line '53' in file ''	 Word unjust is in 1 documents
2017-1-15T11.19.29.423	At line '53' in file ''	 Word jurisprudenti is in 1 documents
2017-1-15T11.19.29.423	At line '53' in file ''	 Word purchas is in 3 documents
2017-1-15T11.19.29.424	At line '53' in file ''	 Word describ is in 7 documents
2017-1-15T11.19.29.424	At line '53' in file ''	 Word shorthand is in 1 documents
2017-1-15T11.19.29.424	At line '53' in file ''	 Word entitl is in 2 documents
2017-1-15T11.19.29.424	At line '53' in file ''	 Word forcibl is in 1 documents
2017-1-15T11.19.29.424	At line '53' in file ''	 Word adequaci is in 2 documents
2017-1-15T11.19.29.425	At line '53' in file ''	 Word discount is in 1 documents
2017-1-15T11.19.29.425	At line '53' in file ''	 Word safeti is in 5 documents
2017-1-15T11.19.29.426	At line '53' in file ''	 Word propon is in 1 documents
2017-1-15T11.19.29.426	At line '53' in file ''	 Word alleg is in 1 documents
2017-1-15T11.19.29.426	At line '53' in file ''	 Word overcom is in 2 documents
2017-1-15T11.19.29.427	At line '53' in file ''	 Word design is in 10 documents
2017-1-15T11.19.29.427	At line '53' in file ''	 Word compens is in 6 documents
2017-1-15T11.19.29.427	At line '53' in file ''	 Word nofault is in 1 documents
2017-1-15T11.19.29.427	At line '53' in file ''	 Word attach is in 1 documents
2017-1-15T11.19.29.428	At line '53' in file ''	 Word exhaust is in 1 documents
2017-1-15T11.19.29.428	At line '53' in file ''	 Word calcul is in 1 documents
2017-1-15T11.19.29.428	At line '53' in file ''	 Word nonpecuniari is in 1 documents
2017-1-15T11.19.29.428	At line '53' in file ''	 Word wealth is in 4 documents
2017-1-15T11.19.29.428	At line '53' in file ''	 Word recoveri is in 4 documents
2017-1-15T11.19.29.429	At line '53' in file ''	 Word c is in 2 documents
2017-1-15T11.19.29.429	At line '53' in file ''	 Word b is in 2 documents
2017-1-15T11.19.29.429	At line '53' in file ''	 Word commod is in 1 documents
2017-1-15T11.19.29.429	At line '53' in file ''	 Word death is in 1 documents
2017-1-15T11.19.29.430	At line '53' in file ''	 Word physic is in 2 documents
2017-1-15T11.19.29.430	At line '53' in file ''	 Word serious is in 4 documents
2017-1-15T11.19.29.431	At line '53' in file ''	 Word damag is in 8 documents
2017-1-15T11.19.29.431	At line '53' in file ''	 Word conclud is in 10 documents
2017-1-15T11.19.29.431	At line '53' in file ''	 Word top is in 1 documents
2017-1-15T11.19.29.431	At line '53' in file ''	 Word target is in 1 documents
2017-1-15T11.19.29.431	At line '53' in file ''	 Word notabl is in 3 documents
2017-1-15T11.19.29.432	At line '53' in file ''	 Word addit is in 4 documents
2017-1-15T11.19.29.432	At line '53' in file ''	 Word consider is in 6 documents
2017-1-15T11.19.29.432	At line '53' in file ''	 Word busi is in 3 documents
2017-1-15T11.19.29.432	At line '53' in file ''	 Word massiv is in 1 documents
2017-1-15T11.19.29.432	At line '53' in file ''	 Word face is in 3 documents
2017-1-15T11.19.29.433	At line '53' in file ''	 Word culpabl is in 1 documents
2017-1-15T11.19.29.433	At line '53' in file ''	 Word insolv is in 2 documents
2017-1-15T11.19.29.433	At line '53' in file ''	 Word like is in 4 documents
2017-1-15T11.19.29.433	At line '53' in file ''	 Word formul is in 2 documents
2017-1-15T11.19.29.434	At line '53' in file ''	 Word commentari is in 1 documents
2017-1-15T11.19.29.434	At line '53' in file ''	 Word misconduct is in 1 documents
2017-1-15T11.19.29.434	At line '53' in file ''	 Word vicari is in 1 documents
2017-1-15T11.19.29.434	At line '53' in file ''	 Word unforese is in 1 documents
2017-1-15T11.19.29.434	At line '53' in file ''	 Word tortfeasor is in 1 documents
2017-1-15T11.19.29.435	At line '53' in file ''	 Word plagu is in 1 documents
2017-1-15T11.19.29.435	At line '53' in file ''	 Word cover is in 5 documents
2017-1-15T11.19.29.435	At line '53' in file ''	 Word extend is in 1 documents
2017-1-15T11.19.29.435	At line '53' in file ''	 Word explicit is in 7 documents
2017-1-15T11.19.29.435	At line '53' in file ''	 Word next is in 4 documents
2017-1-15T11.19.29.436	At line '53' in file ''	 Word core is in 4 documents
2017-1-15T11.19.29.436	At line '53' in file ''	 Word ant is in 1 documents
2017-1-15T11.19.29.436	At line '53' in file ''	 Word prospect is in 2 documents
2017-1-15T11.19.29.437	At line '53' in file ''	 Word retrospect is in 1 documents
2017-1-15T11.19.29.438	At line '53' in file ''	 Word analyst is in 1 documents
2017-1-15T11.19.29.439	At line '53' in file ''	 Word pathbreak is in 1 documents
2017-1-15T11.19.29.439	At line '53' in file ''	 Word causat is in 2 documents
2017-1-15T11.19.29.439	At line '53' in file ''	 Word implicit is in 4 documents
2017-1-15T11.19.29.440	At line '53' in file ''	 Word begin is in 8 documents
2017-1-15T11.19.29.440	At line '53' in file ''	 Word succ is in 1 documents
2017-1-15T11.19.29.440	At line '53' in file ''	 Word plaintiff is in 2 documents
2017-1-15T11.19.29.440	At line '53' in file ''	 Word correl is in 1 documents
2017-1-15T11.19.29.449	At line '53' in file ''	 Word defend is in 6 documents
2017-1-15T11.19.29.449	At line '53' in file ''	 Word desir is in 4 documents
2017-1-15T11.19.29.450	At line '53' in file ''	 Word solvenc is in 2 documents
2017-1-15T11.19.29.450	At line '53' in file ''	 Word perform is in 6 documents
2017-1-15T11.19.29.450	At line '53' in file ''	 Word settlement is in 6 documents
2017-1-15T11.19.29.450	At line '53' in file ''	 Word deterr is in 8 documents
2017-1-15T11.19.29.450	At line '53' in file ''	 Word criterion is in 4 documents
2017-1-15T11.19.29.450	At line '53' in file ''	 Word nonjoint is in 1 documents
2017-1-15T11.19.29.451	At line '53' in file ''	 Word uncertain is in 3 documents
2017-1-15T11.19.29.451	At line '53' in file ''	 Word enter is in 1 documents
2017-1-15T11.19.29.451	At line '53' in file ''	 Word exampl is in 5 documents
2017-1-15T11.19.29.452	At line '53' in file ''	 Word summaris is in 1 documents
2017-1-15T11.19.29.452	At line '53' in file ''	 Word relax is in 1 documents
2017-1-15T11.19.29.452	At line '53' in file ''	 Word section is in 8 documents
2017-1-15T11.19.29.452	At line '53' in file ''	 Word afterward is in 1 documents
2017-1-15T11.19.29.453	At line '53' in file ''	 Word bilater is in 2 documents
2017-1-15T11.19.29.453	At line '53' in file ''	 Word complic is in 2 documents
2017-1-15T11.19.29.453	At line '53' in file ''	 Word accid is in 2 documents
2017-1-15T11.19.29.453	At line '53' in file ''	 Word unilater is in 3 documents
2017-1-15T11.19.29.454	At line '53' in file ''	 Word strict is in 3 documents
2017-1-15T11.19.29.454	At line '53' in file ''	 Word brief is in 7 documents
2017-1-15T11.19.29.454	At line '53' in file ''	 Word rational is in 2 documents
2017-1-15T11.19.29.454	At line '53' in file ''	 Word today is in 1 documents
2017-1-15T11.19.29.454	At line '53' in file ''	 Word look is in 2 documents
2017-1-15T11.19.29.455	At line '53' in file ''	 Word turn is in 6 documents
2017-1-15T11.19.29.455	At line '53' in file ''	 Word subsequ is in 4 documents
2017-1-15T11.19.29.455	At line '53' in file ''	 Word critiqu is in 1 documents
2017-1-15T11.19.29.455	At line '53' in file ''	 Word pigou is in 1 documents
2017-1-15T11.19.29.455	At line '53' in file ''	 Word introduct is in 3 documents
2017-1-15T11.19.29.456	At line '53' in file ''	 Word tax is in 10 documents
2017-1-15T11.19.29.456	At line '53' in file ''	 Word comprehens is in 2 documents
2017-1-15T11.19.29.456	At line '53' in file ''	 Word short is in 2 documents
2017-1-15T11.19.29.456	At line '53' in file ''	 Word justic is in 4 documents
2017-1-15T11.19.29.457	At line '53' in file ''	 Word mandatori is in 2 documents
2017-1-15T11.19.29.457	At line '53' in file ''	 Word demand is in 1 documents
2017-1-15T11.19.29.457	At line '53' in file ''	 Word suppli is in 6 documents
2017-1-15T11.19.29.457	At line '53' in file ''	 Word servic is in 5 documents
2017-1-15T11.19.29.457	At line '53' in file ''	 Word clarifi is in 2 documents
2017-1-15T11.19.29.458	At line '53' in file ''	 Word financi is in 5 documents
2017-1-15T11.19.29.458	At line '53' in file ''	 Word riskavers is in 1 documents
2017-1-15T11.19.29.458	At line '53' in file ''	 Word nevertheless is in 2 documents
2017-1-15T11.19.29.458	At line '53' in file ''	 Word prove is in 2 documents
2017-1-15T11.19.29.459	At line '53' in file ''	 Word insur is in 9 documents
2017-1-15T11.19.29.459	At line '53' in file ''	 Word poolingofrisk is in 1 documents
2017-1-15T11.19.29.459	At line '53' in file ''	 Word marin is in 1 documents
2017-1-15T11.19.29.459	At line '53' in file ''	 Word risk is in 12 documents
2017-1-15T11.19.29.460	At line '53' in file ''	 Word nuclear is in 1 documents
2017-1-15T11.19.29.460	At line '53' in file ''	 Word feder is in 4 documents
2017-1-15T11.19.29.460	At line '53' in file ''	 Word then is in 3 documents
2017-1-15T11.19.29.460	At line '53' in file ''	 Word costbenefit is in 2 documents
2017-1-15T11.19.29.461	At line '53' in file ''	 Word metropolitan is in 1 documents
2017-1-15T11.19.29.461	At line '53' in file ''	 Word american is in 3 documents
2017-1-15T11.19.29.461	At line '53' in file ''	 Word densiti is in 1 documents
2017-1-15T11.19.29.461	At line '53' in file ''	 Word landus is in 1 documents
2017-1-15T11.19.29.461	At line '53' in file ''	 Word probabl is in 5 documents
2017-1-15T11.19.29.462	At line '53' in file ''	 Word developmentmind is in 1 documents
2017-1-15T11.19.29.462	At line '53' in file ''	 Word mutual is in 2 documents
2017-1-15T11.19.29.462	At line '53' in file ''	 Word thus is in 6 documents
2017-1-15T11.19.29.462	At line '53' in file ''	 Word home is in 1 documents
2017-1-15T11.19.29.463	At line '53' in file ''	 Word person is in 4 documents
2017-1-15T11.19.29.463	At line '53' in file ''	 Word accept is in 1 documents
2017-1-15T11.19.29.464	At line '53' in file ''	 Word voter is in 1 documents
2017-1-15T11.19.29.464	At line '53' in file ''	 Word propertytax is in 1 documents
2017-1-15T11.19.29.464	At line '53' in file ''	 Word environ is in 2 documents
2017-1-15T11.19.29.464	At line '53' in file ''	 Word residenti is in 1 documents
2017-1-15T11.19.29.465	At line '53' in file ''	 Word shape is in 2 documents
2017-1-15T11.19.29.465	At line '53' in file ''	 Word municip is in 1 documents
2017-1-15T11.19.29.465	At line '53' in file ''	 Word power is in 5 documents
2017-1-15T11.19.29.465	At line '53' in file ''	 Word landown is in 2 documents
2017-1-15T11.19.29.466	At line '53' in file ''	 Word interest is in 14 documents
2017-1-15T11.19.29.466	At line '53' in file ''	 Word zone is in 1 documents
2017-1-15T11.19.29.466	At line '53' in file ''	 Word primarili is in 4 documents
2017-1-15T11.19.29.466	At line '53' in file ''	 Word landmark is in 1 documents
2017-1-15T11.19.29.466	At line '53' in file ''	 Word invari is in 2 documents
2017-1-15T11.19.29.467	At line '53' in file ''	 Word asymmetri is in 4 documents
2017-1-15T11.19.29.467	At line '53' in file ''	 Word consid is in 20 documents
2017-1-15T11.19.29.467	At line '53' in file ''	 Word semin is in 2 documents
2017-1-15T11.19.29.467	At line '53' in file ''	 Word commenc is in 1 documents
2017-1-15T11.19.29.467	At line '53' in file ''	 Word nuisanc is in 1 documents
2017-1-15T11.19.29.468	At line '53' in file ''	 Word societi is in 3 documents
2017-1-15T11.19.29.468	At line '53' in file ''	 Word wide is in 8 documents
2017-1-15T11.19.29.468	At line '53' in file ''	 Word oper is in 2 documents
2017-1-15T11.19.29.468	At line '53' in file ''	 Word learn is in 1 documents
2017-1-15T11.19.29.468	At line '53' in file ''	 Word proprietorship is in 1 documents
2017-1-15T11.19.29.469	At line '53' in file ''	 Word communal is in 1 documents
2017-1-15T11.19.29.469	At line '53' in file ''	 Word conduc is in 1 documents
2017-1-15T11.19.29.469	At line '53' in file ''	 Word attribut is in 3 documents
2017-1-15T11.19.29.470	At line '53' in file ''	 Word move is in 4 documents
2017-1-15T11.19.29.470	At line '53' in file ''	 Word cumul is in 1 documents
2017-1-15T11.19.29.470	At line '53' in file ''	 Word assign is in 3 documents
2017-1-15T11.19.29.471	At line '53' in file ''	 Word alien is in 1 documents
2017-1-15T11.19.29.471	At line '53' in file ''	 Word manag is in 8 documents
2017-1-15T11.19.29.471	At line '53' in file ''	 Word withdraw is in 1 documents
2017-1-15T11.19.29.471	At line '53' in file ''	 Word domain is in 2 documents
2017-1-15T11.19.29.472	At line '53' in file ''	 Word undertak is in 1 documents
2017-1-15T11.19.29.472	At line '53' in file ''	 Word author is in 5 documents
2017-1-15T11.19.29.472	At line '53' in file ''	 Word commonpool is in 1 documents
2017-1-15T11.19.29.472	At line '53' in file ''	 Word openaccess is in 1 documents
2017-1-15T11.19.29.473	At line '53' in file ''	 Word confus is in 1 documents
2017-1-15T11.19.29.473	At line '53' in file ''	 Word troika is in 1 documents
2017-1-15T11.19.29.473	At line '53' in file ''	 Word cloud is in 1 documents
2017-1-15T11.19.29.473	At line '53' in file ''	 Word pattern is in 3 documents
2017-1-15T11.19.29.474	At line '53' in file ''	 Word sustain is in 1 documents
2017-1-15T11.19.29.474	At line '53' in file ''	 Word equiti is in 2 documents
2017-1-15T11.19.29.474	At line '53' in file ''	 Word inappropri is in 2 documents
2017-1-15T11.19.29.475	At line '53' in file ''	 Word often is in 12 documents
2017-1-15T11.19.29.475	At line '53' in file ''	 Word basi is in 4 documents
2017-1-15T11.19.29.475	At line '53' in file ''	 Word marginalcost is in 1 documents
2017-1-15T11.19.29.476	At line '53' in file ''	 Word exchang is in 2 documents
2017-1-15T11.19.29.477	At line '53' in file ''	 Word disagr is in 1 documents
2017-1-15T11.19.29.477	At line '53' in file ''	 Word fundament is in 5 documents
2017-1-15T11.19.29.477	At line '53' in file ''	 Word uncertainti is in 4 documents
2017-1-15T11.19.29.477	At line '53' in file ''	 Word ignor is in 2 documents
2017-1-15T11.19.29.477	At line '53' in file ''	 Word imposs is in 2 documents
2017-1-15T11.19.29.478	At line '53' in file ''	 Word alloc is in 7 documents
2017-1-15T11.19.29.478	At line '53' in file ''	 Word databas is in 1 documents
2017-1-15T11.19.29.478	At line '53' in file ''	 Word generi is in 1 documents
2017-1-15T11.19.29.478	At line '53' in file ''	 Word sui is in 1 documents
2017-1-15T11.19.29.479	At line '53' in file ''	 Word competit is in 7 documents
2017-1-15T11.19.29.479	At line '53' in file ''	 Word misappropri is in 1 documents
2017-1-15T11.19.29.479	At line '53' in file ''	 Word confidenti is in 1 documents
2017-1-15T11.19.29.479	At line '53' in file ''	 Word six is in 1 documents
2017-1-15T11.19.29.479	At line '53' in file ''	 Word reform is in 7 documents
2017-1-15T11.19.29.480	At line '53' in file ''	 Word conflict is in 5 documents
2017-1-15T11.19.29.480	At line '53' in file ''	 Word bodi is in 2 documents
2017-1-15T11.19.29.480	At line '53' in file ''	 Word data is in 2 documents
2017-1-15T11.19.29.480	At line '53' in file ''	 Word quot is in 1 documents
2017-1-15T11.19.29.480	At line '53' in file ''	 Word associ is in 5 documents
2017-1-15T11.19.29.480	At line '53' in file ''	 Word oblig is in 5 documents
2017-1-15T11.19.29.481	At line '53' in file ''	 Word suffici is in 2 documents
2017-1-15T11.19.29.481	At line '53' in file ''	 Word necessari is in 1 documents
2017-1-15T11.19.29.481	At line '53' in file ''	 Word advoc is in 3 documents
2017-1-15T11.19.29.481	At line '53' in file ''	 Word completelydefin is in 1 documents
2017-1-15T11.19.29.481	At line '53' in file ''	 Word altogeth is in 1 documents
2017-1-15T11.19.29.481	At line '53' in file ''	 Word replac is in 3 documents
2017-1-15T11.19.29.482	At line '53' in file ''	 Word still is in 1 documents
2017-1-15T11.19.29.482	At line '53' in file ''	 Word maintain is in 1 documents
2017-1-15T11.19.29.482	At line '53' in file ''	 Word regulatori is in 10 documents
2017-1-15T11.19.29.482	At line '53' in file ''	 Word improv is in 4 documents
2017-1-15T11.19.29.482	At line '53' in file ''	 Word tradeabl is in 1 documents
2017-1-15T11.19.29.482	At line '53' in file ''	 Word mechan is in 6 documents
2017-1-15T11.19.29.482	At line '53' in file ''	 Word rightsbas is in 1 documents
2017-1-15T11.19.29.483	At line '53' in file ''	 Word reli is in 3 documents
2017-1-15T11.19.29.483	At line '53' in file ''	 Word nonproperti is in 1 documents
2017-1-15T11.19.29.483	At line '53' in file ''	 Word access is in 5 documents
2017-1-15T11.19.29.484	At line '53' in file ''	 Word former is in 2 documents
2017-1-15T11.19.29.484	At line '53' in file ''	 Word air is in 1 documents
2017-1-15T11.19.29.484	At line '53' in file ''	 Word exclus is in 4 documents
2017-1-15T11.19.29.484	At line '53' in file ''	 Word avert is in 1 documents
2017-1-15T11.19.29.485	At line '53' in file ''	 Word specif is in 10 documents
2017-1-15T11.19.29.485	At line '53' in file ''	 Word inadequ is in 2 documents
2017-1-15T11.19.29.485	At line '53' in file ''	 Word deplet is in 1 documents
2017-1-15T11.19.29.485	At line '53' in file ''	 Word resourc is in 4 documents
2017-1-15T11.19.29.486	At line '53' in file ''	 Word pollut is in 3 documents
2017-1-15T11.19.29.486	At line '53' in file ''	 Word tragedi is in 1 documents
2017-1-15T11.19.29.486	At line '53' in file ''	 Word accord is in 2 documents
2017-1-15T11.19.29.486	At line '53' in file ''	 Word environment is in 2 documents
2017-1-15T11.19.29.486	At line '53' in file ''	 Word franchis is in 2 documents
2017-1-15T11.19.29.486	At line '53' in file ''	 Word disappear is in 1 documents
2017-1-15T11.19.29.487	At line '53' in file ''	 Word divorc is in 2 documents
